Observation,Season,Region,Habitat,ManagementZone,Sample,Latitude,Longitude,Temperature,DissolvedOxygen,Salinity,MaximumDepth,Nurse,Blacknose,AtlanticSharpnose,Blacktip,Bull,GreatHammerhead,Lemon,Sandbar,Tiger,GreatWhite,Bonnethead,CaribbeanReef,Dusky,ScallopedHammerhead,Spinner
3305,Wet,Miami,Bay,State,2015-5-27-4-25.790267,25.790267,-80.1526,27,NA,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,Wet,Miami,Bay,State,2015-5-27-5-25.790267,25.790267,-80.1526,27,NA,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Wet,Miami,Bay,State,2015-5-27-6-25.790267,25.790267,-80.1526,27,NA,36,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,Wet,Miami,Bay,State,2015-5-27-7-25.790267,25.790267,-80.1526,27,NA,36,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,Wet,Miami,Bay,State,2015-5-27-8-25.790267,25.790267,-80.1526,27,NA,36,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,Wet,Miami,Bay,State,2015-7-11-5-25.674917,25.674917,-80.166033,32,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3311,Wet,Miami,Bay,State,2015-7-11-6-25.674917,25.674917,-80.166033,32,NA,NA,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3312,Wet,Miami,Bay,State,2015-7-11-7-25.674917,25.674917,-80.166033,32,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,Wet,Miami,Bay,State,2016-10-1-1-25.6753,25.6753,-80.167733,28,5.83,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,Wet,Miami,Bay,State,2016-10-1-2-25.6753,25.6753,-80.167733,28,5.83,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,Wet,Miami,Bay,State,2016-10-1-3-25.6753,25.6753,-80.167733,28,5.83,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,Wet,Miami,Bay,State,2016-10-1-4-25.6753,25.6753,-80.167733,28,5.83,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,Wet,Miami,Bay,State,2016-10-1-5-25.6753,25.6753,-80.167733,28,5.83,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,Wet,Miami,Bay,State,2016-10-23-5-25.71245,25.71245,-80.179083,26,6.35,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,Wet,Miami,Bay,State,2016-10-23-6-25.71245,25.71245,-80.179083,26,6.35,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,Wet,Miami,Bay,State,2016-10-23-7-25.71245,25.71245,-80.179083,26,6.35,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,Wet,Miami,Bay,State,2016-10-25-7-25.671083,25.671083,-80.169333,25,6.52,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,Wet,Miami,Bay,State,2016-10-25-8-25.671083,25.671083,-80.169333,25,6.52,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,Wet,Miami,Bay,State,2016-6-23-4-25.718033,25.718033,-80.169467,28,10,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,Wet,Miami,Bay,State,2016-6-23-5-25.718033,25.718033,-80.169467,28,10,30,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
3325,Wet,Miami,Bay,State,2016-6-28-1-25.747917,25.747917,-80.182333,29,7,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,Wet,Miami,Bay,State,2016-6-28-2-25.747917,25.747917,-80.182333,29,7,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,Wet,Miami,Bay,State,2016-6-28-3-25.747917,25.747917,-80.182333,29,7,30,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,Wet,Miami,Bay,State,2016-6-28-4-25.747917,25.747917,-80.182333,29,7,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,Wet,Miami,Bay,State,2016-6-28-5-25.740944,25.740944,-80.210139,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,Wet,Miami,Bay,State,2016-6-28-6-25.740944,25.740944,-80.210139,NA,NA,NA,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,Wet,Miami,Bay,State,2016-6-29-7-25.710806,25.710806,-80.1795,29,NA,NA,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3332,Wet,Miami,Bay,State,2016-7-10-1-25.658217,25.658217,-80.1547,32,6.1,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,Wet,Miami,Bay,State,2016-7-10-2-25.658217,25.658217,-80.1547,32,6.1,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,Wet,Miami,Bay,State,2016-7-10-3-25.658217,25.658217,-80.1547,31,6.05,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,Wet,Miami,Bay,State,2016-7-10-4-25.658217,25.658217,-80.1547,31,6.05,28,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,Wet,Miami,Bay,State,2016-7-10-5-25.658217,25.658217,-80.1547,31,6.05,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,Wet,Miami,Bay,State,2016-7-10-6-25.658217,25.658217,-80.1547,31,6.05,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,Wet,Miami,Bay,State,2016-7-10-7-25.721167,25.721167,-80.165733,31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,Wet,Miami,Bay,State,2016-7-2-1-25.677133,25.677133,-80.168617,31,5.6,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,Wet,Miami,Bay,State,2016-7-2-2-25.677133,25.677133,-80.168617,31,5.6,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,Wet,Miami,Bay,State,2016-7-2-3-25.677133,25.677133,-80.168617,31,5.6,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,Wet,Miami,Bay,State,2016-7-2-4-25.677133,25.677133,-80.168617,31,5.6,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,Wet,Miami,Bay,State,2016-7-2-5-25.72245,25.72245,-80.1655,31,6.08,23,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3344,Wet,Miami,Bay,State,2016-7-2-6-25.72245,25.72245,-80.1655,31,6.08,23,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,Wet,Miami,Bay,State,2016-7-7-1-25.65295,25.65295,-80.206717,30,5.89,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,Wet,Miami,Bay,State,2016-7-7-2-25.65295,25.65295,-80.206717,30,5.89,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,Wet,Miami,Bay,State,2016-7-7-3-25.65295,25.65295,-80.206717,30,5.89,26,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,Wet,Miami,Bay,State,2016-7-7-4-25.65295,25.65295,-80.206717,30,5.89,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,Wet,Miami,Bay,State,2016-7-7-7-25.7194,25.7194,-80.16625,32,6.67,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,Wet,Miami,Bay,State,2016-8-18-7-25.718,25.718,-80.17,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,Wet,Miami,Bay,State,2016-8-18-8-25.718,25.718,-80.17,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3352,Wet,Miami,Bay,State,2016-8-26-1-25.72485,25.72485,-80.1642,33,7.52,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,Wet,Miami,Bay,State,2016-8-26-2-25.72485,25.72485,-80.1642,33,7.52,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,Wet,Miami,Bay,State,2016-8-26-3-25.72485,25.72485,-80.1642,33,7.52,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,Wet,Miami,Bay,State,2016-8-26-4-25.72485,25.72485,-80.1642,33,7.52,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3356,Wet,Miami,Bay,State,2017-10-22-1-25.638883,25.638883,-80.264617,28,5.99,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,Wet,Miami,Bay,State,2017-10-22-1-25.7308,25.7308,-80.1671,28,8.663,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,Wet,Miami,Bay,State,2017-10-22-2-25.638883,25.638883,-80.264617,28,5.99,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,Wet,Miami,Bay,State,2017-10-22-2-25.7308,25.7308,-80.1671,28,8.663,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,Wet,Miami,Bay,State,2017-10-22-3-25.638883,25.638883,-80.264617,28,5.99,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,Wet,Miami,Bay,State,2017-10-22-3-25.7308,25.7308,-80.1671,28,6.35,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,Wet,Miami,Bay,State,2017-10-22-4-25.7308,25.7308,-80.1671,28,6.35,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,Wet,Miami,Bay,State,2017-10-22-5-25.7308,25.7308,-80.1671,28,6.35,32,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,Wet,Miami,Bay,State,2017-10-28-1-25.674017,25.674017,-80.168933,25,6.21,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,Wet,Miami,Bay,State,2017-10-28-1-25.729,25.729,-80.160867,25,6.5,36,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3366,Wet,Miami,Bay,State,2017-10-28-2-25.674017,25.674017,-80.168933,25,6.21,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,Wet,Miami,Bay,State,2017-10-28-3-25.674017,25.674017,-80.168933,25,6.27,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,Wet,Miami,Bay,State,2017-10-28-4-25.674017,25.674017,-80.168933,25,6.27,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,Wet,Miami,Bay,State,2017-10-28-5-25.674017,25.674017,-80.168933,25,6.27,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,Wet,Miami,Bay,State,2017-5-31-1-25.764889,25.764889,-80.13325,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,Wet,Miami,Bay,State,2017-5-31-2-25.764889,25.764889,-80.13325,NA,NA,NA,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,Wet,Miami,Bay,State,2017-5-31-3-25.756278,25.756278,-80.145944,NA,NA,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3373,Wet,Miami,Bay,State,2017-5-31-4-25.756278,25.756278,-80.145944,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,Wet,Miami,Bay,State,2017-5-6-1-25.657667,25.657667,-80.155117,26,6.11,40,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3375,Wet,Miami,Bay,State,2017-5-6-2-25.657667,25.657667,-80.155117,26,6.11,40,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3376,Wet,Miami,Bay,State,2017-5-6-3-25.657667,25.657667,-80.155117,26,6.11,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,Wet,Miami,Bay,State,2017-5-6-4-25.657667,25.657667,-80.155117,26,6.11,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,Wet,Miami,Bay,State,2017-5-6-5-25.657667,25.657667,-80.155117,26,6.56,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,Wet,Miami,Bay,State,2017-6-12-1-25.67837,25.67837,-80.16956,28,5.88,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,Wet,Miami,Bay,State,2017-6-12-2-25.67837,25.67837,-80.16956,28,5.88,35,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3381,Wet,Miami,Bay,State,2017-6-12-3-25.67837,25.67837,-80.16956,29,5.97,37,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3382,Wet,Miami,Bay,State,2017-6-12-4-25.67837,25.67837,-80.16956,29,5.97,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,Wet,Miami,Bay,State,2017-6-12-5-25.67837,25.67837,-80.16956,29,5.97,37,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,Wet,Miami,Bay,State,2017-6-12-6-25.67837,25.67837,-80.16956,29,5.97,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,Wet,Miami,Bay,State,2017-6-2-1-25.6733,25.6733,-80.1653,30,6.03,38,20,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3386,Wet,Miami,Bay,State,2017-6-2-2-25.6733,25.6733,-80.1653,30,6.03,38,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3387,Wet,Miami,Bay,State,2017-6-2-3-25.6733,25.6733,-80.1653,30,6.03,38,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,Wet,Miami,Bay,State,2017-6-2-4-25.6733,25.6733,-80.1653,30,6.03,38,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3389,Wet,Miami,Bay,State,2017-6-2-5-25.6733,25.6733,-80.1653,30,6.03,38,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3390,Wet,Miami,Bay,State,2017-7-6-1-25.66697,25.66697,-80.1708,31,5.67,35,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,Wet,Miami,Bay,State,2017-7-6-2-25.66697,25.66697,-80.1708,31,5.67,35,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,Wet,Miami,Bay,State,2017-7-6-3-25.66697,25.66697,-80.1708,31,5.83,36,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3393,Wet,Miami,Bay,State,2017-7-6-4-25.66697,25.66697,-80.1708,31,5.83,36,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3394,Wet,Miami,Bay,State,2017-7-6-5-25.66697,25.66697,-80.1708,31,6.57,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,Wet,Miami,Bay,State,2017-7-6-6-25.66697,25.66697,-80.1708,31,6.57,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,Wet,Miami,Bay,State,2017-8-4-1-25.67849,25.67849,-80.17353,31,5.8,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,Wet,Miami,Bay,State,2017-8-4-2-25.67849,25.67849,-80.17353,31,5.8,32,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,Wet,Miami,Bay,State,2017-8-4-3-25.67849,25.67849,-80.17353,31,6.73,31,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,Wet,Miami,Bay,State,2017-8-4-4-25.67849,25.67849,-80.17353,31,6.73,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,Wet,Miami,Bay,State,2017-8-4-5-25.67849,25.67849,-80.17353,31,7.05,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,Wet,Miami,Bay,State,2017-8-4-6-25.67849,25.67849,-80.17353,31,7.05,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,Wet,Miami,Bay,State,2017-8-4-7-25.67849,25.67849,-80.17353,31,6.65,30,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,Wet,Miami,Bay,State,2017-9-30-1-25.665167,25.665167,-80.160883,30,5.73,30,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,Wet,Miami,Bay,State,2017-9-30-2-25.665167,25.665167,-80.160883,30,5.73,30,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3405,Wet,Miami,Bay,State,2017-9-30-3-25.665167,25.665167,-80.160883,30,5.74,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406,Wet,Miami,Bay,State,2017-9-30-4-25.665167,25.665167,-80.160883,30,5.74,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,Wet,Miami,Bay,State,2018-10-7-1b-25.671283,25.671283,-80.167167,28,NA,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,Wet,Miami,Bay,State,2018-10-7-2b-25.671283,25.671283,-80.167167,28,NA,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,Wet,Miami,Bay,State,2018-10-7-3b-25.671283,25.671283,-80.167167,27,NA,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,Wet,Miami,Bay,State,2018-7-5-1c-25.6641167,25.6641167,-80.16455,29,NA,34,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3411,Wet,Miami,Bay,State,2018-7-5-2c-25.6641167,25.6641167,-80.16455,29,NA,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,Wet,Miami,Bay,State,2018-9-22-1b-25.730217,25.730217,-80.159067,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,Wet,Miami,Bay,State,2019-10-24-1-25.75025,25.75025,-80.175017,28,NA,27,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3414,Wet,Miami,Bay,State,2019-10-24-2-25.75025,25.75025,-80.175017,28,NA,27,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,Wet,Miami,Bay,State,2019-10-24-3-25.75025,25.75025,-80.175017,29,NA,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,Wet,Miami,Bay,State,2019-10-24-4-25.75025,25.75025,-80.175017,29,NA,25,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3417,Wet,Miami,Bay,State,2019-10-24-5-25.75025,25.75025,-80.175017,29,NA,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,Wet,Miami,Bay,State,2019-10-24-6-25.75025,25.75025,-80.175017,29,NA,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,Wet,Miami,Bay,State,2019-10-24-7-25.75025,25.75025,-80.175017,29,NA,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,Wet,Miami,Bay,State,2019-10-24-8-25.75025,25.75025,-80.175017,29,NA,29,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3421,Wet,Miami,Bay,State,2019-10-25-1-25.671683,25.671683,-80.1846,28,NA,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,Wet,Miami,Bay,State,2019-10-25-2-25.671683,25.671683,-80.1846,28,NA,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,Wet,Miami,Bay,State,2019-10-25-3-25.671683,25.671683,-80.1846,28,NA,29,15,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3424,Wet,Miami,Bay,State,2019-10-25-4-25.671683,25.671683,-80.1846,28,NA,29,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3425,Wet,Miami,Bay,State,2019-10-25-5-25.671683,25.671683,-80.1846,28,NA,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Wet,Miami,Bay,State,2019-10-25-6-25.671683,25.671683,-80.1846,28,NA,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,Wet,Miami,Bay,State,2019-10-30-1b-25.730817,25.730817,-80.158483,28,NA,NA,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,Wet,Miami,Bay,State,2019-5-10-1a-25.63657,25.63657,-80.22039,28,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,Wet,Miami,Bay,State,2019-5-10-1b-25.73135,25.73135,-80.15913,29,NA,NA,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,Wet,Miami,Bay,State,2019-5-10-2a-25.63657,25.63657,-80.22039,28,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3431,Wet,Miami,Bay,State,2019-5-10-2b-25.73135,25.73135,-80.15913,29,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,Wet,Miami,Bay,State,2019-5-10-3a-25.63657,25.63657,-80.22039,28,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,Wet,Miami,Bay,State,2019-5-10-4a-25.63657,25.63657,-80.22039,28,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3434,Wet,Miami,Bay,State,2019-5-9-1a-25.72997,25.72997,-80.1573,27,NA,32,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,Wet,Miami,Bay,State,2019-5-9-2a-25.72997,25.72997,-80.1573,27,NA,32,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,Wet,Miami,Bay,State,2019-5-9-3a-25.72997,25.72997,-80.1573,27,NA,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,Wet,Miami,Bay,State,2019-5-9-4a-25.72997,25.72997,-80.1573,27,NA,30,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3438,Wet,Miami,Bay,State,2019-6-7-1b-25.727517,25.727517,-80.162633,30,NA,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,Wet,Miami,Bay,State,2019-6-7-2b-25.727517,25.727517,-80.162633,30,NA,30,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3440,Wet,Miami,Bay,State,2019-8-3-1c-25.7293,25.7293,-80.162317,30,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3441,Wet,Miami,Bay,State,2019-9-19-1b-25.747117,25.747117,-80.181217,29,NA,26,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3442,Wet,Miami,Bay,State,2019-9-19-2b-25.747117,25.747117,-80.181217,29,NA,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,Wet,Miami,Bay,State,2019-9-20-1b-25.731833,25.731833,-80.16355,28,NA,NA,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,Wet,Miami,Bay,State,2019-9-20-2b-25.731833,25.731833,-80.16355,28,NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3445,Wet,Miami,Bay,State,2019-9-7-1b-25.731483,25.731483,-80.15925,29,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,Wet,Miami,Bay,State,2020-7-20-1a-25.75589,25.75589,-80.18877,28,NA,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,Wet,Miami,Bay,State,2020-7-20-1b-25.7552,25.7552,-80.1709,28,NA,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3448,Wet,Miami,Bay,State,2020-7-20-1c-25.76079,25.76079,-80.14744,29,NA,NA,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3449,Wet,Miami,Bay,State,2020-7-20-2a-25.75589,25.75589,-80.18877,28,NA,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,Wet,Miami,Bay,State,2020-7-20-2b-25.7552,25.7552,-80.1709,28,NA,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,Wet,Miami,Bay,State,2020-7-20-3a-25.75589,25.75589,-80.18877,28,NA,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,Wet,Miami,Bay,State,2020-7-20-3b-25.7552,25.7552,-80.1709,28,NA,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,Wet,Miami,Bay,State,2020-7-20-4a-25.75589,25.75589,-80.18877,28,NA,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3454,Wet,Miami,Bay,State,2020-7-20-4b-25.7552,25.7552,-80.1709,28,NA,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,Wet,Miami,Ocean,BNP,2010-10-24-1-25.61258,25.61258,-80.140983,27,5.56,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3456,Wet,Miami,Ocean,BNP,2010-10-24-2-25.61258,25.61258,-80.140983,27,5.6,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3457,Wet,Miami,Ocean,BNP,2010-10-24-3-25.61258,25.61258,-80.140983,27,5.6,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,Wet,Miami,Ocean,BNP,2010-10-24-4-25.61258,25.61258,-80.140983,28,6.58,NA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,Wet,Miami,Ocean,BNP,2010-10-24-5-25.61258,25.61258,-80.140983,28,5.94,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,Wet,Miami,Ocean,BNP,2010-10-24-6-25.61258,25.61258,-80.140983,28,6.19,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,Wet,Miami,Ocean,BNP,2010-10-8-1-25.61258,25.61258,-80.140983,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,Wet,Miami,Ocean,BNP,2010-10-8-2-25.61258,25.61258,-80.140983,NA,NA,NA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,Wet,Miami,Ocean,BNP,2010-10-8-3-25.61258,25.61258,-80.140983,NA,NA,NA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3464,Wet,Miami,Ocean,BNP,2010-10-8-4-25.61258,25.61258,-80.140983,NA,NA,NA,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3465,Wet,Miami,Ocean,BNP,2010-7-13-1-25.61258,25.61258,-80.140983,31,7.66,36.67,22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3466,Wet,Miami,Ocean,BNP,2010-7-13-2-25.61258,25.61258,-80.140983,31,7.25,36.52,22,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3467,Wet,Miami,Ocean,BNP,2010-7-13-3-25.61258,25.61258,-80.140983,31,7.49,36.64,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3468,Wet,Miami,Ocean,BNP,2010-7-13-4-25.61258,25.61258,-80.140983,31,7.14,36.65,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3469,Wet,Miami,Ocean,BNP,2010-7-14-1-25.61258,25.61258,-80.140983,31,8.89,36.69,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,Wet,Miami,Ocean,BNP,2010-7-14-2-25.61258,25.61258,-80.140983,31,8.82,36.64,25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3471,Wet,Miami,Ocean,BNP,2013-10-20-1b-25.597333,25.597333,-80.1244,29,8,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
